peptide_id	target_name	target_role	target_uniprot	iptm_best	iptm_mean	iptm_std	ptm_best	iface_pae_best	n_samples	sec	is_shuffled	shuffle_k	err
284_602_841	FPR2	receptor	P25090	0.162	0.132	0.019	0.696	27.07	5	3.7	0	-1	
284_602_841	TLR2	receptor	O60603	0.227	0.22	0.008	0.81	26.9	5	6.9	0	-1	
284_602_841	IL10RA	receptor	Q13651	0.075	0.062	0.008	0.711	28.9	5	2.0	0	-1	
284_602_841	GLP1R	receptor	P43220	0.104	0.094	0.015	0.489	25.64	5	1.4	0	-1	
284_602_841	GPR35	receptor	Q9HC97	0.13	0.091	0.02	0.674	27.25	5	3.0	0	-1	
284_602_841	ITGA4	receptor	P13612	0.134	0.117	0.013	0.594	30.91	5	17.6	0	-1	
284_602_841	ITGB7	receptor	P26010	0.193	0.163	0.019	0.58	29.21	5	9.6	0	-1	
284_602_841	CCR6	receptor	P51684	0.117	0.1	0.01	0.606	28.24	5	3.9	0	-1	
284_602_841	TNFRSF1B	receptor	P20333	0.095	0.077	0.019	0.514	28.97	5	2.3	0	-1	
284_602_841	IL6R	receptor	P08887	0.175	0.157	0.018	0.643	29.13	5	3.7	0	-1	
284_602_841	CXCR4	receptor	P61073	0.112	0.098	0.014	0.642	28.23	5	3.5	0	-1	
284_602_841	IL7R	receptor	P16871	0.147	0.111	0.02	0.695	26.66	5	2.1	0	-1	
284_602_841	INSR	decoy	P06213	0.101	0.098	0.002	0.517	30.93	5	11.6	0	-1	
284_602_841	EPOR	decoy	P19235	0.245	0.211	0.047	0.745	23.45	5	2.2	0	-1	
284_602_841	GHR	decoy	P10912	0.1	0.085	0.011	0.609	28.42	5	2.4	0	-1	
284_602_841	LGR4	decoy	Q9BXB1	0.257	0.221	0.031	0.746	25.58	5	6.0	0	-1	
284_602_841	GCGR	decoy	P47871	0.086	0.074	0.011	0.45	26.4	5	1.4	0	-1	
284_602_841	PTHR1	decoy	Q03431	0.173	0.163	0.007	0.41	25.45	5	1.6	0	-1	
284_602_841	ADRB2	decoy	P07550	0.146	0.115	0.022	0.632	27.73	5	4.5	0	-1	
284_602_841	DRD2	decoy	P14416	0.18	0.161	0.022	0.547	27.65	5	4.9	0	-1	
284_602_841	ITGAV	decoy	P06756	0.15	0.126	0.015	0.619	30.5	5	17.0	0	-1	
284_602_841	ITGB3	decoy	P05106	0.153	0.13	0.015	0.595	29.76	5	9.9	0	-1	
032_471_512	IL23R	receptor	Q5VWK5	0.199	0.159	0.022	0.649	26.88	5	4.6	0	-1	
032_471_512	EGFR	receptor	P00533	0.353	0.326	0.033	0.561	26.74	5	9.1	0	-1	
032_471_512	FPR1	receptor	P21462	0.23	0.207	0.02	0.699	25.88	5	3.8	0	-1	
032_471_512	FPR2	receptor	P25090	0.239	0.211	0.021	0.717	25.34	5	4.0	0	-1	
032_471_512	TLR2	receptor	O60603	0.305	0.273	0.019	0.823	24.5	5	7.1	0	-1	
032_471_512	IL10RA	receptor	Q13651	0.339	0.297	0.037	0.723	23.99	5	2.3	0	-1	
032_471_512	GLP1R	receptor	P43220	0.184	0.136	0.027	0.535	23.52	5	1.5	0	-1	
032_471_512	GPR35	receptor	Q9HC97	0.211	0.2	0.014	0.697	25.76	5	3.2	0	-1	
032_471_512	ITGA4	receptor	P13612	0.293	0.281	0.008	0.61	28.32	5	17.9	0	-1	
032_471_512	ITGB7	receptor	P26010	0.252	0.225	0.016	0.581	28.16	5	10.3	0	-1	
032_471_512	CCR6	receptor	P51684	0.327	0.299	0.017	0.643	23.18	5	4.1	0	-1	
032_471_512	TNFRSF1B	receptor	P20333	0.167	0.143	0.014	0.521	26.62	5	2.4	0	-1	
032_471_512	IL6R	receptor	P08887	0.207	0.179	0.031	0.64	26.92	5	3.7	0	-1	
032_471_512	CXCR4	receptor	P61073	0.203	0.175	0.017	0.666	26.18	5	3.8	0	-1	
032_471_512	IL7R	receptor	P16871	0.26	0.237	0.021	0.684	25.69	5	2.4	0	-1	
032_471_512	INSR	decoy	P06213	0.147	0.135	0.008	0.512	30.66	5	12.0	0	-1	
032_471_512	EPOR	decoy	P19235	0.159	0.125	0.026	0.701	26.49	5	2.4	0	-1	
032_471_512	GHR	decoy	P10912	0.372	0.336	0.034	0.643	26.58	5	2.5	0	-1	
032_471_512	LGR4	decoy	Q9BXB1	0.239	0.23	0.013	0.72	26.19	5	6.4	0	-1	
032_471_512	GCGR	decoy	P47871	0.103	0.093	0.007	0.49	25.02	5	1.5	0	-1	
032_471_512	PTHR1	decoy	Q03431	0.269	0.26	0.009	0.441	25.0	5	1.7	0	-1	
032_471_512	ADRB2	decoy	P07550	0.259	0.234	0.023	0.634	25.51	5	4.8	0	-1	
032_471_512	DRD2	decoy	P14416	0.138	0.119	0.011	0.534	28.69	5	5.3	0	-1	
032_471_512	ITGAV	decoy	P06756	0.286	0.273	0.01	0.641	28.06	5	17.7	0	-1	
032_471_512	ITGB3	decoy	P05106	0.207	0.181	0.021	0.612	28.86	5	10.1	0	-1	
133_168_330	IL23R	receptor	Q5VWK5	0.21	0.171	0.041	0.673	26.02	5	3.1	0	-1	
133_168_330	EGFR	receptor	P00533	0.282	0.261	0.011	0.54	27.42	5	8.4	0	-1	
133_168_330	FPR1	receptor	P21462	0.431	0.426	0.007	0.722	19.78	5	3.5	0	-1	
133_168_330	FPR2	receptor	P25090	0.495	0.474	0.015	0.763	18.19	5	3.6	0	-1	
133_168_330	TLR2	receptor	O60603	0.405	0.367	0.024	0.847	21.59	5	6.6	0	-1	
133_168_330	IL10RA	receptor	Q13651	0.212	0.205	0.006	0.756	24.02	5	1.8	0	-1	
133_168_330	GLP1R	receptor	P43220	0.3	0.216	0.047	0.586	17.93	5	1.4	0	-1	
133_168_330	GPR35	receptor	Q9HC97	0.109	0.096	0.01	0.717	28.4	5	2.9	0	-1	
133_168_330	ITGA4	receptor	P13612	0.198	0.133	0.036	0.603	30.87	5	17.1	0	-1	
133_168_330	ITGB7	receptor	P26010	0.222	0.195	0.023	0.587	28.53	5	9.4	0	-1	
133_168_330	CCR6	receptor	P51684	0.145	0.118	0.02	0.628	28.11	5	3.7	0	-1	
133_168_330	TNFRSF1B	receptor	P20333	0.209	0.19	0.024	0.537	25.56	5	2.1	0	-1	
133_168_330	IL6R	receptor	P08887	0.347	0.208	0.082	0.658	23.99	5	3.3	0	-1	
133_168_330	CXCR4	receptor	P61073	0.188	0.155	0.048	0.683	26.65	5	3.3	0	-1	
133_168_330	IL7R	receptor	P16871	0.3	0.256	0.045	0.745	21.43	5	2.0	0	-1	
133_168_330	INSR	decoy	P06213	0.269	0.201	0.073	0.524	28.93	5	11.3	0	-1	
133_168_330	EPOR	decoy	P19235	0.119	0.101	0.02	0.734	26.46	5	2.0	0	-1	
133_168_330	GHR	decoy	P10912	0.257	0.2	0.034	0.672	24.18	5	2.2	0	-1	
133_168_330	LGR4	decoy	Q9BXB1	0.214	0.197	0.026	0.743	26.61	5	5.5	0	-1	
133_168_330	GCGR	decoy	P47871	0.711	0.704	0.005	0.756	8.18	5	1.4	0	-1	
133_168_330	PTHR1	decoy	Q03431	0.171	0.158	0.015	0.439	24.13	5	1.5	0	-1	
133_168_330	ADRB2	decoy	P07550	0.149	0.119	0.028	0.651	28.09	5	4.4	0	-1	
133_168_330	DRD2	decoy	P14416	0.102	0.091	0.013	0.552	29.55	5	4.7	0	-1	
133_168_330	ITGAV	decoy	P06756	0.196	0.165	0.031	0.638	29.58	5	16.8	0	-1	
133_168_330	ITGB3	decoy	P05106	0.217	0.187	0.019	0.64	28.14	5	9.5	0	-1	
223_127_249	IL23R	receptor	Q5VWK5	0.153	0.138	0.014	0.677	27.66	5	3.2	0	-1	
223_127_249	EGFR	receptor	P00533	0.278	0.247	0.054	0.555	26.63	5	8.4	0	-1	
223_127_249	FPR1	receptor	P21462	0.329	0.279	0.046	0.711	23.11	5	3.3	0	-1	
223_127_249	FPR2	receptor	P25090	0.328	0.312	0.01	0.756	22.58	5	3.6	0	-1	
223_127_249	TLR2	receptor	O60603	0.307	0.296	0.008	0.844	24.49	5	7.0	0	-1	
223_127_249	IL10RA	receptor	Q13651	0.131	0.119	0.011	0.753	26.29	5	1.8	0	-1	
223_127_249	GLP1R	receptor	P43220	0.206	0.169	0.024	0.56	21.6	5	1.4	0	-1	
223_127_249	GPR35	receptor	Q9HC97	0.14	0.126	0.012	0.7	27.42	5	2.9	0	-1	
223_127_249	ITGA4	receptor	P13612	0.311	0.284	0.033	0.616	28.0	5	17.2	0	-1	
223_127_249	ITGB7	receptor	P26010	0.204	0.196	0.006	0.58	29.06	5	9.9	0	-1	
223_127_249	CCR6	receptor	P51684	0.146	0.117	0.019	0.621	28.33	5	3.7	0	-1	
223_127_249	TNFRSF1B	receptor	P20333	0.366	0.322	0.068	0.574	22.95	5	2.1	0	-1	
223_127_249	IL6R	receptor	P08887	0.134	0.125	0.016	0.654	28.34	5	3.4	0	-1	
223_127_249	CXCR4	receptor	P61073	0.337	0.309	0.019	0.709	22.7	5	3.5	0	-1	
223_127_249	IL7R	receptor	P16871	0.166	0.15	0.011	0.727	24.77	5	2.0	0	-1	
223_127_249	INSR	decoy	P06213	0.233	0.174	0.047	0.529	30.11	5	11.4	0	-1	
223_127_249	EPOR	decoy	P19235	0.165	0.151	0.012	0.754	25.49	5	2.0	0	-1	
223_127_249	GHR	decoy	P10912	0.114	0.101	0.013	0.647	28.48	5	2.2	0	-1	
223_127_249	LGR4	decoy	Q9BXB1	0.413	0.405	0.007	0.759	22.43	5	5.8	0	-1	
223_127_249	GCGR	decoy	P47871	0.173	0.153	0.012	0.55	21.74	5	1.4	0	-1	
223_127_249	PTHR1	decoy	Q03431	0.181	0.171	0.009	0.436	24.51	5	1.6	0	-1	
223_127_249	ADRB2	decoy	P07550	0.188	0.158	0.024	0.645	27.17	5	4.4	0	-1	
223_127_249	DRD2	decoy	P14416	0.137	0.121	0.01	0.551	28.8	5	4.8	0	-1	
223_127_249	ITGAV	decoy	P06756	0.275	0.256	0.012	0.647	28.16	5	16.6	0	-1	
223_127_249	ITGB3	decoy	P05106	0.166	0.156	0.008	0.61	29.32	5	9.6	0	-1	
283_075_895	IL23R	receptor	Q5VWK5	0.749	0.741	0.009	0.723	14.56	5	3.2	0	-1	
283_075_895	EGFR	receptor	P00533	0.235	0.203	0.022	0.562	28.49	5	8.6	0	-1	
283_075_895	FPR1	receptor	P21462	0.182	0.14	0.041	0.678	27.14	5	3.5	0	-1	
283_075_895	FPR2	receptor	P25090	0.232	0.149	0.072	0.71	26.16	5	3.6	0	-1	
283_075_895	TLR2	receptor	O60603	0.218	0.188	0.018	0.826	27.05	5	7.1	0	-1	
283_075_895	IL10RA	receptor	Q13651	0.092	0.079	0.013	0.731	27.78	5	1.9	0	-1	
283_075_895	GLP1R	receptor	P43220	0.149	0.125	0.016	0.528	23.86	5	1.4	0	-1	
283_075_895	GPR35	receptor	Q9HC97	0.113	0.099	0.01	0.673	28.03	5	2.9	0	-1	
283_075_895	ITGA4	receptor	P13612	0.183	0.157	0.014	0.599	30.73	5	17.2	0	-1	
283_075_895	ITGB7	receptor	P26010	0.303	0.268	0.025	0.588	27.75	5	10.0	0	-1	
283_075_895	CCR6	receptor	P51684	0.098	0.085	0.011	0.619	29.32	5	3.8	0	-1	
283_075_895	TNFRSF1B	receptor	P20333	0.243	0.179	0.07	0.542	24.82	5	2.1	0	-1	
283_075_895	IL6R	receptor	P08887	0.467	0.455	0.013	0.684	20.63	5	3.3	0	-1	
283_075_895	CXCR4	receptor	P61073	0.331	0.299	0.02	0.69	23.13	5	3.5	0	-1	
283_075_895	IL7R	receptor	P16871	0.814	0.8	0.012	0.821	11.86	5	2.0	0	-1	
283_075_895	INSR	decoy	P06213	0.198	0.175	0.021	0.521	29.97	5	11.6	0	-1	
283_075_895	EPOR	decoy	P19235	0.228	0.21	0.01	0.764	23.12	5	2.0	0	-1	
283_075_895	GHR	decoy	P10912	0.282	0.243	0.024	0.677	23.35	5	2.3	0	-1	
283_075_895	LGR4	decoy	Q9BXB1	0.361	0.319	0.037	0.758	23.05	5	6.1	0	-1	
283_075_895	GCGR	decoy	P47871	0.167	0.152	0.01	0.524	22.08	5	1.4	0	-1	
283_075_895	PTHR1	decoy	Q03431	0.102	0.096	0.005	0.402	26.41	5	1.6	0	-1	
283_075_895	ADRB2	decoy	P07550	0.11	0.094	0.01	0.623	28.94	5	4.4	0	-1	
283_075_895	DRD2	decoy	P14416	0.095	0.083	0.008	0.526	29.96	5	4.8	0	-1	
283_075_895	ITGAV	decoy	P06756	0.466	0.27	0.158	0.643	25.49	5	15.6	0	-1	
283_075_895	ITGB3	decoy	P05106	0.197	0.148	0.028	0.603	29.41	5	9.7	0	-1	
281_441_484	IL23R	receptor	Q5VWK5	0.543	0.534	0.01	0.701	25.2	5	3.4	0	-1	
281_441_484	EGFR	receptor	P00533	0.29	0.248	0.044	0.625	25.74	5	8.2	0	-1	
281_441_484	FPR1	receptor	P21462	0.205	0.172	0.019	0.713	26.68	5	3.6	0	-1	
281_441_484	FPR2	receptor	P25090	0.212	0.2	0.008	0.739	26.1	5	3.5	0	-1	
281_441_484	TLR2	receptor	O60603	0.311	0.257	0.04	0.849	25.18	5	7.3	0	-1	
281_441_484	IL10RA	receptor	Q13651	0.114	0.092	0.015	0.737	29.08	5	2.0	0	-1	
281_441_484	GLP1R	receptor	P43220	0.062	0.052	0.008	0.497	28.14	5	1.4	0	-1	
281_441_484	GPR35	receptor	Q9HC97	0.583	0.577	0.003	0.74	24.81	5	2.9	0	-1	
281_441_484	ITGA4	receptor	P13612	0.285	0.269	0.012	0.614	28.4	5	16.4	0	-1	
281_441_484	ITGB7	receptor	P26010	0.231	0.21	0.015	0.602	28.44	5	10.4	0	-1	
281_441_484	CCR6	receptor	P51684	0.122	0.119	0.002	0.619	28.99	5	4.1	0	-1	
281_441_484	TNFRSF1B	receptor	P20333	0.133	0.117	0.015	0.548	28.37	5	2.2	0	-1	
281_441_484	IL6R	receptor	P08887	0.268	0.224	0.049	0.682	25.2	5	3.6	0	-1	
281_441_484	CXCR4	receptor	P61073	0.169	0.158	0.012	0.689	27.42	5	3.6	0	-1	
281_441_484	IL7R	receptor	P16871	0.126	0.109	0.017	0.719	26.93	5	2.0	0	-1	
281_441_484	INSR	decoy	P06213	0.379	0.365	0.013	0.533	26.87	5	10.9	0	-1	
281_441_484	EPOR	decoy	P19235	0.49	0.345	0.163	0.769	24.5	5	2.1	0	-1	
281_441_484	GHR	decoy	P10912	0.131	0.109	0.019	0.62	27.48	5	2.4	0	-1	
281_441_484	LGR4	decoy	Q9BXB1	0.262	0.246	0.014	0.744	26.32	5	6.3	0	-1	
281_441_484	GCGR	decoy	P47871	0.106	0.088	0.012	0.5	27.36	5	1.4	0	-1	
281_441_484	PTHR1	decoy	Q03431	0.08	0.073	0.006	0.398	28.9	5	1.6	0	-1	
281_441_484	ADRB2	decoy	P07550	0.125	0.105	0.016	0.656	29.17	5	4.3	0	-1	
281_441_484	DRD2	decoy	P14416	0.182	0.173	0.005	0.564	28.58	5	4.7	0	-1	
281_441_484	ITGAV	decoy	P06756	0.26	0.237	0.014	0.639	28.76	5	17.8	0	-1	
281_441_484	ITGB3	decoy	P05106	0.148	0.135	0.012	0.625	29.41	5	10.1	0	-1	
245_989_513	IL23R	receptor	Q5VWK5	0.308	0.272	0.05	0.684	24.03	5	3.4	0	-1	
245_989_513	EGFR	receptor	P00533	0.236	0.22	0.019	0.564	26.96	5	8.8	0	-1	
245_989_513	FPR1	receptor	P21462	0.257	0.237	0.012	0.717	24.19	5	3.5	0	-1	
245_989_513	FPR2	receptor	P25090	0.263	0.243	0.014	0.738	23.91	5	3.7	0	-1	
245_989_513	TLR2	receptor	O60603	0.29	0.28	0.005	0.831	24.56	5	7.2	0	-1	
245_989_513	IL10RA	receptor	Q13651	0.15	0.132	0.012	0.73	25.3	5	2.0	0	-1	
245_989_513	GLP1R	receptor	P43220	0.154	0.142	0.008	0.548	22.63	5	1.4	0	-1	
245_989_513	GPR35	receptor	Q9HC97	0.095	0.075	0.016	0.701	29.37	5	3.0	0	-1	
245_989_513	ITGA4	receptor	P13612	0.38	0.369	0.008	0.615	27.05	5	17.5	0	-1	
245_989_513	ITGB7	receptor	P26010	0.324	0.3	0.016	0.6	27.2	5	10.1	0	-1	
245_989_513	CCR6	receptor	P51684	0.253	0.226	0.019	0.647	25.01	5	3.9	0	-1	
245_989_513	TNFRSF1B	receptor	P20333	0.233	0.201	0.017	0.555	24.52	5	2.3	0	-1	
245_989_513	IL6R	receptor	P08887	0.166	0.158	0.004	0.639	27.61	5	3.4	0	-1	
245_989_513	CXCR4	receptor	P61073	0.251	0.223	0.031	0.694	24.56	5	3.6	0	-1	
245_989_513	IL7R	receptor	P16871	0.221	0.168	0.031	0.715	24.21	5	2.1	0	-1	
245_989_513	INSR	decoy	P06213	0.383	0.331	0.049	0.522	28.47	5	11.8	0	-1	
245_989_513	EPOR	decoy	P19235	0.656	0.643	0.01	0.803	19.23	5	2.1	0	-1	
245_989_513	GHR	decoy	P10912	0.165	0.162	0.003	0.648	25.8	5	2.4	0	-1	
245_989_513	LGR4	decoy	Q9BXB1	0.315	0.3	0.014	0.741	23.91	5	6.2	0	-1	
245_989_513	GCGR	decoy	P47871	0.129	0.115	0.012	0.515	23.04	5	1.4	0	-1	
245_989_513	PTHR1	decoy	Q03431	0.391	0.38	0.008	0.497	21.05	5	1.6	0	-1	
245_989_513	ADRB2	decoy	P07550	0.088	0.079	0.007	0.643	30.36	5	4.5	0	-1	
245_989_513	DRD2	decoy	P14416	0.183	0.172	0.006	0.548	27.91	5	4.9	0	-1	
245_989_513	ITGAV	decoy	P06756	0.376	0.368	0.006	0.647	27.34	5	15.7	0	-1	
245_989_513	ITGB3	decoy	P05106	0.182	0.168	0.007	0.621	29.07	5	9.9	0	-1	
093_160_663	IL23R	receptor	Q5VWK5	0.19	0.149	0.046	0.685	26.66	5	3.2	0	-1	
093_160_663	EGFR	receptor	P00533	0.212	0.166	0.034	0.566	27.56	5	8.1	0	-1	
093_160_663	FPR1	receptor	P21462	0.283	0.274	0.007	0.726	23.4	5	3.6	0	-1	
093_160_663	FPR2	receptor	P25090	0.286	0.26	0.036	0.755	23.7	5	3.5	0	-1	
093_160_663	TLR2	receptor	O60603	0.199	0.191	0.009	0.829	27.38	5	7.3	0	-1	
093_160_663	IL10RA	receptor	Q13651	0.09	0.082	0.013	0.746	27.54	5	2.0	0	-1	
093_160_663	GLP1R	receptor	P43220	0.176	0.159	0.017	0.542	23.26	5	1.4	0	-1	
093_160_663	GPR35	receptor	Q9HC97	0.099	0.095	0.004	0.694	28.93	5	3.0	0	-1	
093_160_663	ITGA4	receptor	P13612	0.278	0.265	0.011	0.613	28.28	5	16.2	0	-1	
093_160_663	ITGB7	receptor	P26010	0.184	0.176	0.007	0.595	29.28	5	10.4	0	-1	
093_160_663	CCR6	receptor	P51684	0.238	0.201	0.043	0.633	25.66	5	3.9	0	-1	
093_160_663	TNFRSF1B	receptor	P20333	0.189	0.172	0.016	0.558	26.2	5	2.0	0	-1	
093_160_663	IL6R	receptor	P08887	0.091	0.088	0.002	0.653	29.7	5	3.5	0	-1	
093_160_663	CXCR4	receptor	P61073	0.212	0.2	0.01	0.688	26.32	5	3.6	0	-1	
093_160_663	IL7R	receptor	P16871	0.294	0.232	0.053	0.741	24.06	5	1.9	0	-1	
093_160_663	INSR	decoy	P06213	0.21	0.204	0.004	0.523	30.19	5	10.2	0	-1	
093_160_663	EPOR	decoy	P19235	0.14	0.125	0.011	0.746	26.42	5	2.1	0	-1	
093_160_663	GHR	decoy	P10912	0.093	0.082	0.009	0.64	28.44	5	2.3	0	-1	
093_160_663	LGR4	decoy	Q9BXB1	0.262	0.245	0.012	0.744	25.53	5	6.3	0	-1	
093_160_663	GCGR	decoy	P47871	0.114	0.106	0.005	0.51	24.17	5	1.4	0	-1	
093_160_663	PTHR1	decoy	Q03431	0.151	0.14	0.016	0.425	25.65	5	1.6	0	-1	
093_160_663	ADRB2	decoy	P07550	0.126	0.109	0.013	0.643	29.05	5	4.3	0	-1	
093_160_663	DRD2	decoy	P14416	0.118	0.096	0.021	0.548	29.9	5	4.5	0	-1	
093_160_663	ITGAV	decoy	P06756	0.323	0.284	0.025	0.644	27.71	5	17.9	0	-1	
093_160_663	ITGB3	decoy	P05106	0.179	0.159	0.022	0.621	29.01	5	10.1	0	-1	
245_396_216	IL23R	receptor	Q5VWK5	0.191	0.166	0.024	0.651	26.21	5	3.5	0	-1	
245_396_216	EGFR	receptor	P00533	0.175	0.15	0.017	0.536	29.03	5	8.8	0	-1	
245_396_216	FPR1	receptor	P21462	0.189	0.155	0.046	0.679	26.32	5	3.6	0	-1	
245_396_216	FPR2	receptor	P25090	0.222	0.2	0.03	0.714	25.72	5	3.8	0	-1	
245_396_216	TLR2	receptor	O60603	0.284	0.263	0.011	0.818	24.78	5	7.5	0	-1	
245_396_216	IL10RA	receptor	Q13651	0.12	0.094	0.015	0.703	26.83	5	2.1	0	-1	
245_396_216	GLP1R	receptor	P43220	0.145	0.134	0.009	0.528	23.65	5	1.4	0	-1	
245_396_216	GPR35	receptor	Q9HC97	0.068	0.064	0.003	0.684	30.27	5	3.1	0	-1	
245_396_216	ITGA4	receptor	P13612	0.364	0.339	0.021	0.614	27.25	5	17.6	0	-1	
245_396_216	ITGB7	receptor	P26010	0.195	0.187	0.006	0.58	29.15	5	10.2	0	-1	
245_396_216	CCR6	receptor	P51684	0.087	0.079	0.005	0.629	29.96	5	3.9	0	-1	
245_396_216	TNFRSF1B	receptor	P20333	0.217	0.184	0.022	0.531	25.42	5	2.4	0	-1	
245_396_216	IL6R	receptor	P08887	0.175	0.166	0.005	0.642	27.43	5	3.4	0	-1	
245_396_216	CXCR4	receptor	P61073	0.075	0.07	0.004	0.64	30.31	5	3.7	0	-1	
245_396_216	IL7R	receptor	P16871	0.25	0.196	0.065	0.696	25.35	5	2.1	0	-1	
245_396_216	INSR	decoy	P06213	0.2	0.157	0.029	0.515	30.32	5	11.8	0	-1	
245_396_216	EPOR	decoy	P19235	0.121	0.115	0.006	0.715	26.79	5	2.2	0	-1	
245_396_216	GHR	decoy	P10912	0.134	0.129	0.005	0.631	27.26	5	2.4	0	-1	
245_396_216	LGR4	decoy	Q9BXB1	0.255	0.246	0.008	0.735	25.5	5	6.6	0	-1	
245_396_216	GCGR	decoy	P47871	0.171	0.14	0.024	0.502	23.62	5	1.5	0	-1	
245_396_216	PTHR1	decoy	Q03431	0.143	0.137	0.006	0.432	25.71	5	1.7	0	-1	
245_396_216	ADRB2	decoy	P07550	0.091	0.083	0.008	0.629	29.83	5	4.8	0	-1	
245_396_216	DRD2	decoy	P14416	0.13	0.088	0.021	0.542	29.18	5	5.0	0	-1	
245_396_216	ITGAV	decoy	P06756	0.519	0.441	0.1	0.656	24.44	5	15.9	0	-1	
245_396_216	ITGB3	decoy	P05106	0.16	0.154	0.007	0.67	29.38	5	10.0	0	-1	
281_881_967	IL23R	receptor	Q5VWK5	0.411	0.401	0.014	0.698	21.89	5	3.5	0	-1	
281_881_967	EGFR	receptor	P00533	0.246	0.195	0.042	0.549	28.45	5	8.8	0	-1	
281_881_967	FPR1	receptor	P21462	0.177	0.106	0.041	0.664	27.14	5	3.7	0	-1	
281_881_967	FPR2	receptor	P25090	0.239	0.228	0.012	0.718	24.98	5	3.8	0	-1	
281_881_967	TLR2	receptor	O60603	0.246	0.233	0.014	0.82	25.92	5	7.0	0	-1	
281_881_967	IL10RA	receptor	Q13651	0.077	0.072	0.004	0.705	28.82	5	2.1	0	-1	
281_881_967	GLP1R	receptor	P43220	0.504	0.489	0.012	0.584	20.93	5	1.4	0	-1	
281_881_967	GPR35	receptor	Q9HC97	0.122	0.117	0.003	0.654	27.56	5	3.1	0	-1	
281_881_967	ITGA4	receptor	P13612	0.247	0.209	0.048	0.604	28.93	5	17.9	0	-1	
281_881_967	ITGB7	receptor	P26010	0.301	0.284	0.01	0.587	27.33	5	9.7	0	-1	
281_881_967	CCR6	receptor	P51684	0.195	0.17	0.022	0.611	26.37	5	4.0	0	-1	
281_881_967	TNFRSF1B	receptor	P20333	0.17	0.15	0.017	0.528	26.82	5	2.4	0	-1	
281_881_967	IL6R	receptor	P08887	0.259	0.24	0.014	0.659	25.76	5	3.6	0	-1	
281_881_967	CXCR4	receptor	P61073	0.197	0.189	0.006	0.661	26.35	5	3.5	0	-1	
281_881_967	IL7R	receptor	P16871	0.271	0.232	0.029	0.709	23.71	5	2.3	0	-1	
281_881_967	INSR	decoy	P06213	0.295	0.289	0.004	0.526	28.28	5	11.8	0	-1	
281_881_967	EPOR	decoy	P19235	0.23	0.212	0.019	0.74	23.72	5	2.3	0	-1	
281_881_967	GHR	decoy	P10912	0.147	0.139	0.005	0.625	27.4	5	2.4	0	-1	
281_881_967	LGR4	decoy	Q9BXB1	0.277	0.249	0.021	0.727	25.24	5	6.2	0	-1	
281_881_967	GCGR	decoy	P47871	0.184	0.16	0.019	0.534	24.46	5	1.4	0	-1	
281_881_967	PTHR1	decoy	Q03431	0.26	0.242	0.017	0.434	25.81	5	1.6	0	-1	
281_881_967	ADRB2	decoy	P07550	0.272	0.218	0.064	0.631	24.9	5	4.6	0	-1	
281_881_967	DRD2	decoy	P14416	0.129	0.106	0.018	0.53	28.94	5	5.0	0	-1	
281_881_967	ITGAV	decoy	P06756	0.222	0.207	0.01	0.632	29.24	5	17.5	0	-1	
281_881_967	ITGB3	decoy	P05106	0.183	0.159	0.025	0.623	29.13	5	10.0	0	-1	
088_302_242	IL23R	receptor	Q5VWK5	0.578	0.569	0.007	0.702	17.83	5	3.6	0	-1	
088_302_242	EGFR	receptor	P00533	0.247	0.183	0.051	0.536	27.34	5	9.0	0	-1	
088_302_242	FPR1	receptor	P21462	0.429	0.378	0.073	0.694	21.34	5	3.9	0	-1	
088_302_242	FPR2	receptor	P25090	0.311	0.281	0.017	0.705	23.13	5	4.0	0	-1	
088_302_242	TLR2	receptor	O60603	0.267	0.249	0.018	0.811	25.16	5	7.4	0	-1	
088_302_242	IL10RA	receptor	Q13651	0.344	0.285	0.055	0.677	24.87	5	2.3	0	-1	
088_302_242	GLP1R	receptor	P43220	0.269	0.228	0.051	0.588	20.99	5	1.5	0	-1	
088_302_242	GPR35	receptor	Q9HC97	0.315	0.308	0.006	0.653	26.93	5	3.5	0	-1	
088_302_242	ITGA4	receptor	P13612	0.731	0.712	0.018	0.633	21.35	5	18.1	0	-1	
088_302_242	ITGB7	receptor	P26010	0.508	0.485	0.012	0.558	29.29	5	10.3	0	-1	
088_302_242	CCR6	receptor	P51684	0.258	0.227	0.022	0.626	24.54	5	4.3	0	-1	
088_302_242	TNFRSF1B	receptor	P20333	0.189	0.184	0.004	0.514	25.48	5	2.5	0	-1	
088_302_242	IL6R	receptor	P08887	0.497	0.472	0.014	0.677	20.8	5	3.8	0	-1	
088_302_242	CXCR4	receptor	P61073	0.486	0.468	0.013	0.707	19.63	5	3.8	0	-1	
088_302_242	IL7R	receptor	P16871	0.167	0.154	0.013	0.667	25.16	5	2.4	0	-1	
088_302_242	INSR	decoy	P06213	0.3	0.23	0.073	0.52	28.14	5	12.2	0	-1	
088_302_242	EPOR	decoy	P19235	0.179	0.169	0.016	0.696	24.59	5	2.4	0	-1	
088_302_242	GHR	decoy	P10912	0.307	0.296	0.008	0.654	22.69	5	2.6	0	-1	
088_302_242	LGR4	decoy	Q9BXB1	0.413	0.316	0.111	0.692	28.18	5	6.5	0	-1	
088_302_242	GCGR	decoy	P47871	0.17	0.129	0.023	0.518	23.28	5	1.5	0	-1	
